temperature,humidity,wind_speed,solar_radiation,peak_hour_indicator,daily_units,monthly_units
3.63,33.9,10.02,193.7,3,3.56,106.81
9.55,74.84,2.65,208.38,22,14.31,429.39
5.2,83.65,8.7,661.3,22,14.47,433.98
10.97,45.92,13.56,911.26,19,13.07,392.22
-1.88,72.59,4.8,403.76,12,8.61,258.41
18.36,82.79,10.05,207.75,12,9.98,299.39
-1.96,79.23,2.82,648.75,15,10.33,309.94
31.02,32.8,9.37,871.19,7,7.39,221.73
5.52,86.94,5.05,748.32,4,6.07,182.14
19.3,46.37,3.17,868.76,21,14.47,433.99
34.6,43.75,4.7,536.55,9,8.99,269.73
24.29,24.37,2.68,751.88,22,14.69,440.84
18.98,54.03,13.53,140.06,16,11.19,335.7
9.6,27.63,5.96,348.27,13,8.85,265.51
9.99,37.4,3.68,389.55,4,4.38,131.3
25.13,42.19,6.73,511.3,24,16.16,484.68
39.74,76.62,4.81,929.08,9,10.34,310.18
24.78,81.28,11.17,874.3,21,15.28,458.27
20.1,41.17,14.57,134.53,18,12.24,367.24
27.88,80.11,6.57,172.79,15,12.33,369.98
15.93,80.01,12.92,357.64,15,11.74,352.08
-2.29,73.53,8.49,290.74,6,6.2,186.07
20.3,30.27,2.36,614.77,11,8.57,257.12
38.09,68.32,10.36,902.78,8,9.19,275.84
2.89,86.15,7.7,962.29,21,14.84,445.34
26.05,67.78,9.76,653.6,17,13.29,398.71
4.04,43.21,13.35,838.16,24,15.49,464.58
19.11,55.04,6.61,525.2,17,12.33,369.97
-0.65,65.2,13.52,208.33,24,14.95,448.47
15.27,55.74,11.26,524.69,18,12.98,389.29
29.03,28.4,7.33,555.08,4,5.56,166.93
10.64,41.84,9.05,742.46,15,10.74,322.07
24.92,76.17,4.88,219.88,2,5.51,165.22
30.8,80.3,14.75,368.31,2,5.77,172.97
36.72,29.61,10.01,364.03,10,9.14,274.17
5.56,86.67,0.66,959.44,3,5.69,170.79
12.97,43.02,4.9,443.94,8,7.6,227.99
1.86,66.36,9.35,755.09,20,13.39,401.73
39.66,72.63,0.84,750.81,7,8.64,259.2
36.72,76.84,0.36,265.54,12,10.99,329.74
19.3,86.2,6.75,571.87,19,14.27,428.07
32.89,41.9,4.99,894.3,15,12.26,367.73
18.44,80.1,6.57,475.2,14,11.16,334.79
23.06,29.22,3.94,945.12,16,11.62,348.74
-0.99,69.35,2.47,214.46,14,9.73,292.05
28.99,71.94,10.34,74.16,3,6.15,184.46
0.75,67.44,7.72,891.45,18,12.89,386.79
32.17,37.66,3.0,847.68,22,14.91,447.24
30.19,81.11,4.79,992.59,6,8.2,245.9
26.89,31.82,8.88,679.39,17,12.39,371.75
-3.37,23.75,1.08,936.69,23,14.25,427.6
8.64,70.22,2.21,826.95,14,10.91,327.23
6.84,53.28,1.1,844.43,14,10.19,305.77
11.21,79.44,12.18,569.14,20,13.61,408.29
-1.06,46.84,11.29,382.36,13,9.17,275.11
37.16,31.78,11.3,934.56,3,5.86,175.9
19.92,78.55,10.74,432.12,13,11.16,334.68
8.75,58.42,10.04,538.82,24,15.7,470.95
12.86,33.24,7.15,446.11,2,3.93,117.88
15.12,70.43,9.63,564.82,9,8.45,253.43
22.03,55.78,0.58,470.51,13,10.6,318.06
18.21,62.3,9.32,47.97,8,7.27,218.17
36.37,52.26,11.67,882.05,16,12.85,385.35
17.36,78.01,7.51,444.39,24,16.54,496.11
39.65,78.07,5.36,588.94,3,7.1,213.08
33.31,69.66,4.16,139.19,13,11.14,334.31
4.38,27.38,9.64,3.39,4,3.75,112.64
36.88,78.72,10.39,245.29,18,13.62,408.56
0.24,66.97,13.06,704.59,2,3.97,119.21
31.79,68.79,5.14,99.19,20,13.96,418.66
12.13,45.41,11.55,908.89,22,15.04,451.32
34.51,81.55,8.42,215.02,21,15.06,451.92
34.06,70.78,13.24,204.59,15,12.45,373.49
31.27,27.88,7.92,181.51,17,11.79,353.76
30.55,48.54,7.76,13.98,10,8.64,259.22
8.71,82.05,8.67,771.81,1,5.09,152.74
-1.36,23.3,11.24,875.03,6,5.36,160.66
13.13,87.3,14.47,614.16,3,5.83,174.82
2.81,67.54,1.1,188.2,19,12.01,360.41
26.27,64.2,0.8,285.28,7,7.02,210.5
10.57,38.94,14.06,475.93,13,9.7,290.86
38.9,37.42,7.95,954.35,13,11.26,337.95
23.84,85.94,9.22,247.35,17,13.13,393.9
32.01,40.88,7.24,731.65,1,5.18,155.53
0.96,74.29,1.4,439.45,14,10.06,301.79
33.79,47.52,11.52,297.85,3,5.32,159.47
36.52,29.75,11.21,455.92,14,11.33,339.97
16.92,20.75,4.68,71.21,24,14.03,420.83
22.28,58.1,4.59,798.69,1,4.83,144.87
29.42,88.3,12.57,243.3,16,13.04,391.27
2.87,45.84,1.09,725.41,10,7.52,225.48
17.62,45.0,13.22,68.35,13,10.07,301.95
12.94,44.09,3.85,955.1,4,6.01,180.31
1.59,56.44,8.89,193.01,9,7.48,224.43
11.54,50.85,14.04,882.74,14,10.7,321.09
-1.93,81.59,10.17,809.47,4,5.74,172.1
-3.84,55.39,6.22,967.86,10,8.48,254.55
1.08,55.54,10.34,477.89,8,6.77,203.21
38.34,29.69,5.16,727.4,23,16.21,486.39
19.73,88.79,4.16,370.71,3,5.27,158.02
38.46,37.5,14.95,184.37,23,15.31,459.29
14.46,25.14,11.26,443.08,7,6.77,202.99
9.03,66.42,9.67,165.75,10,8.5,254.92
17.78,61.68,5.33,982.04,3,6.05,181.6
14.78,49.06,0.74,96.25,2,4.27,128.06
-0.25,49.55,0.47,589.21,15,9.7,291.0
23.84,74.95,8.31,626.46,9,8.8,263.96
4.72,33.7,11.43,538.08,15,10.69,320.84
22.88,77.42,8.06,662.19,17,12.77,383.21
24.26,65.41,12.61,116.18,7,7.7,230.94
1.84,49.33,0.5,555.02,20,12.68,380.37
-2.24,52.06,5.5,287.21,18,10.96,328.94
30.13,37.97,3.56,940.18,15,11.6,347.94
15.69,72.65,6.71,762.07,18,13.22,396.64
-2.38,55.9,1.09,972.51,24,15.36,460.69
39.77,42.46,14.31,37.56,23,16.01,480.36
-2.4,61.72,3.35,285.13,12,8.62,258.66
26.28,89.7,13.83,195.42,23,16.21,486.43
39.27,50.47,6.39,11.15,21,14.47,434.22
5.76,84.45,14.78,242.33,8,7.28,218.47
1.4,44.15,8.31,678.78,2,3.79,113.71
0.46,23.83,13.96,231.09,2,2.68,80.35
8.65,34.3,0.08,509.0,5,4.84,145.22
-0.45,49.31,11.22,887.82,1,3.62,108.62
26.15,35.37,13.55,693.76,22,15.03,451.01
-2.2,20.02,2.1,394.63,4,3.29,98.77
17.92,84.05,1.44,372.47,6,7.08,212.46
39.85,79.07,6.37,455.74,23,16.77,503.11
31.63,71.96,14.01,177.04,13,10.7,320.88
22.68,31.75,8.14,634.0,19,13.59,407.71
8.78,28.43,7.91,364.15,11,7.71,231.25
23.08,24.73,2.12,852.37,13,10.42,312.57
18.72,70.68,0.01,756.55,8,7.61,228.2
14.17,85.02,12.15,610.51,7,8.27,247.99
0.88,50.14,1.31,364.2,13,8.47,254.11
34.9,28.34,9.51,209.93,1,4.56,136.94
15.24,55.87,13.72,776.15,6,6.93,207.86
3.76,44.42,3.13,486.41,7,6.39,191.84
11.55,46.24,9.98,224.75,16,10.93,327.84
13.64,63.49,1.18,195.17,15,10.25,307.59
32.24,70.31,9.06,165.4,20,14.72,441.68
28.01,27.74,2.46,777.16,2,4.38,131.33
29.62,22.49,11.04,228.99,23,15.41,462.39
-4.5,89.6,4.52,526.64,16,10.78,323.4
13.73,36.29,6.95,451.55,17,11.55,346.55
16.66,23.77,8.99,579.61,24,15.38,461.42
-4.14,33.29,2.57,877.15,15,9.81,294.19
6.69,22.73,11.12,867.75,3,4.21,126.24
29.21,47.43,4.54,451.08,4,6.26,187.67
1.17,76.17,9.94,15.37,12,9.18,275.39
19.09,43.89,2.37,426.44,5,6.25,187.58
4.68,51.09,10.32,606.19,17,11.55,346.44
-4.45,67.29,1.92,557.76,6,5.74,172.34
5.85,55.62,6.38,651.34,10,8.11,243.33
38.91,80.3,3.71,154.08,22,15.57,467.22
31.07,80.62,11.23,646.54,18,14.4,432.01
38.18,20.69,3.93,182.65,10,8.46,253.89
16.95,74.46,13.23,750.52,6,7.41,222.37
-0.06,52.25,13.38,339.09,24,14.69,440.58
19.66,89.22,2.95,709.9,6,7.78,233.35
15.45,53.83,9.21,47.87,20,13.59,407.72
33.0,89.08,1.32,407.86,15,12.55,376.37
-0.59,72.82,5.87,705.03,4,5.28,158.4
16.97,37.4,10.7,226.87,16,11.42,342.71
1.75,57.69,9.89,795.29,22,14.47,434.23
9.61,89.45,9.37,630.78,24,15.74,472.26
28.18,80.03,4.24,587.56,8,8.32,249.6
16.42,26.82,5.67,353.55,7,5.92,177.57
11.91,69.45,1.54,482.45,19,12.97,389.11
12.75,44.19,10.79,597.35,17,12.27,368.04
15.68,20.49,7.56,472.46,21,13.21,396.17
30.33,48.24,10.63,698.31,13,10.88,326.48
35.14,36.43,3.73,433.7,15,11.94,358.23
37.99,77.32,4.87,202.27,2,6.13,183.93
30.41,43.61,5.01,213.93,10,8.92,267.67
9.19,77.93,0.39,5.8,13,9.3,279.07
25.97,20.04,5.12,300.96,18,11.77,353.12
14.69,41.55,12.05,748.92,23,14.69,440.76
6.46,36.88,13.46,794.16,11,8.37,250.97
32.84,36.35,7.77,202.47,13,10.1,302.92
-3.27,24.77,6.83,959.04,19,12.05,361.43
35.58,33.1,0.46,502.4,24,15.52,465.64
15.77,58.89,13.19,916.98,24,15.91,477.45
23.67,40.4,0.2,706.77,22,14.39,431.56
24.67,49.22,14.17,722.43,5,7.0,209.92
35.28,46.38,7.34,85.04,3,5.61,168.38
23.65,81.31,5.13,219.99,19,13.73,412.0
22.63,83.37,13.86,8.81,23,15.47,464.22
-2.0,54.51,0.37,716.13,13,9.09,272.65
18.33,43.11,8.72,344.44,5,5.48,164.44
1.76,27.48,8.23,786.65,12,8.4,251.93
28.18,86.74,3.29,338.94,14,11.98,359.38
18.05,24.22,6.43,819.33,6,6.88,206.37
25.61,40.84,9.78,130.7,22,14.67,440.07
-3.12,40.86,10.91,173.37,9,7.08,212.35
-1.18,42.43,0.01,340.88,17,10.77,323.2
27.23,31.5,14.05,408.49,8,7.35,220.65
-1.76,74.82,2.47,348.7,13,9.83,294.84
-1.79,28.57,3.5,763.65,5,4.45,133.49
-4.46,64.44,3.95,96.95,22,13.46,403.93
38.04,28.67,0.57,351.22,22,14.6,437.9
28.19,24.94,1.85,837.24,17,12.19,365.78
10.9,83.66,14.8,66.8,3,5.37,161.24
8.34,33.31,4.73,942.34,6,6.1,183.12
10.74,77.49,1.73,986.32,14,10.88,326.26
29.86,58.12,1.6,88.57,15,11.13,333.8
24.76,25.45,10.79,291.27,14,10.2,306.11
3.33,86.88,12.82,372.4,11,9.62,288.62
2.83,37.29,3.85,776.39,11,8.58,257.34
-0.57,80.18,0.31,595.93,9,7.64,229.16
24.71,31.82,3.35,644.37,6,6.32,189.5
29.4,79.78,0.85,757.51,15,12.66,379.78
6.93,20.93,1.55,117.98,12,7.59,227.6
-4.06,55.82,6.47,833.21,6,5.65,169.54
-1.3,73.86,3.45,705.62,1,3.59,107.62
38.55,85.44,7.74,577.34,16,13.83,414.79
8.3,83.64,3.8,889.74,20,13.72,411.7
29.62,77.37,14.11,700.31,15,12.27,368.22
23.11,82.17,13.59,201.7,2,5.4,162.07
12.19,33.95,8.5,429.75,17,11.25,337.48
4.26,39.89,5.32,494.04,3,4.23,126.99
0.46,40.23,5.72,55.22,3,3.51,105.18
22.68,46.39,6.18,954.64,5,6.64,199.1
29.86,47.53,10.91,128.58,17,12.01,360.35
23.98,58.12,6.77,697.46,23,15.4,462.09
18.86,31.19,12.85,506.23,17,12.28,368.4
-3.11,68.39,14.16,25.63,20,13.05,391.45
38.58,31.73,5.04,924.75,6,7.37,221.23
30.94,41.72,8.41,851.84,1,4.6,137.97
8.18,55.23,1.43,524.26,7,6.13,184.02
39.1,75.75,3.01,228.94,15,12.4,371.92
22.08,71.76,6.2,121.62,7,7.56,226.88
21.21,65.19,3.09,363.39,19,13.19,395.8
28.66,30.9,13.15,255.43,20,13.88,416.42
31.53,58.29,2.37,506.69,22,15.53,466.0
24.54,26.12,6.83,966.41,11,9.86,295.69
0.76,46.42,9.09,574.95,23,13.88,416.37
10.22,48.95,10.38,889.93,14,10.38,311.51
36.76,22.79,5.75,650.88,13,10.19,305.57
5.11,39.18,13.04,475.25,20,13.27,398.2
11.75,86.9,8.52,854.61,9,9.23,276.85
14.44,86.75,6.59,471.37,9,8.7,261.03
14.77,44.66,1.01,868.63,16,11.11,333.43
22.58,23.02,6.97,291.58,12,8.86,265.9
37.44,32.54,12.31,128.81,10,8.82,264.56
5.83,47.46,9.22,855.31,6,6.43,193.0
0.47,86.34,12.48,587.42,18,12.47,374.11
3.89,29.88,7.41,889.09,2,3.48,104.29
34.91,73.45,1.78,937.83,20,15.44,463.09
24.06,27.61,0.2,53.63,9,7.11,213.42
7.87,88.69,4.55,500.97,19,13.26,397.71
31.72,46.71,10.47,374.96,6,6.84,205.11
33.76,74.27,11.85,625.86,2,6.46,193.72
33.09,43.98,4.44,793.59,15,12.03,360.79
36.35,63.94,7.43,280.59,17,13.5,405.05
6.35,33.44,6.32,556.8,16,10.73,321.84
28.98,30.22,6.16,708.73,21,14.89,446.64
15.72,85.66,3.47,134.43,8,8.13,243.9
32.89,84.24,2.05,814.07,10,10.28,308.43
27.78,82.12,2.95,606.11,10,10.16,304.8
29.94,63.78,0.83,949.54,18,13.57,407.1
24.53,76.58,2.97,339.53,10,9.05,271.57
2.98,24.83,0.14,108.15,9,5.8,174.11
19.53,43.44,9.41,506.5,24,15.72,471.69
39.31,41.96,4.75,85.81,19,13.75,412.64
37.18,64.5,14.6,969.53,1,6.33,189.9
-3.06,44.92,2.91,38.68,4,3.52,105.63
2.42,30.4,5.19,753.5,24,14.58,437.46
0.93,61.75,5.37,525.1,3,4.14,124.33
27.67,77.01,0.13,368.62,10,9.46,283.74
31.8,46.75,12.59,65.84,12,9.63,288.79
4.61,29.26,0.48,622.17,18,11.86,355.69
17.76,33.77,14.1,585.22,23,14.8,444.07
32.83,36.62,13.38,280.88,20,13.85,415.43
27.98,40.99,8.03,910.22,6,7.72,231.62
19.4,65.0,8.15,304.11,21,14.28,428.31
21.57,62.07,9.81,449.73,2,4.59,137.63
17.88,68.73,5.81,543.76,10,8.98,269.43
8.39,45.38,9.71,100.23,2,3.3,99.09
20.43,77.68,0.67,932.16,9,9.51,285.38
26.0,34.29,0.81,374.54,10,8.47,254.18
34.3,52.83,6.86,80.78,2,4.81,144.44
23.63,76.07,8.24,387.29,8,8.4,252.04
29.25,32.61,13.32,600.2,24,15.69,470.74
2.2,27.69,1.57,513.65,17,11.02,330.74
15.77,81.86,12.34,694.54,17,13.42,402.47
-4.58,44.01,3.15,55.48,4,4.18,125.27
6.1,67.87,5.91,284.54,18,11.97,358.98
27.69,21.77,4.75,819.23,12,9.61,288.22
39.63,68.3,6.0,79.89,17,12.64,379.28
-0.54,42.13,2.26,855.49,9,7.39,221.71
13.07,23.9,7.55,91.9,19,11.98,359.54
31.0,62.69,12.02,834.45,14,11.96,358.75
4.18,36.86,6.62,360.79,14,9.91,297.4
19.98,47.08,7.36,612.21,17,11.94,358.24
27.99,25.64,12.73,152.89,2,3.96,118.7
22.72,30.3,10.59,66.17,8,6.7,200.98
3.46,40.86,7.36,215.94,5,4.65,139.51
10.99,26.28,3.87,127.85,7,5.35,160.57
30.27,83.76,13.27,312.41,22,15.9,477.06
19.94,20.42,8.66,514.38,16,10.99,329.81
-4.76,53.87,3.32,588.76,16,10.21,306.24
29.24,28.63,4.04,789.87,17,12.7,380.87
-3.41,41.54,12.05,656.24,22,13.38,401.47
28.56,84.82,0.66,608.76,7,8.44,253.22
4.11,31.32,14.88,411.78,20,12.54,376.18
38.11,87.61,1.96,473.81,8,9.2,276.06
11.56,34.41,11.94,414.52,8,7.47,224.18
9.71,71.91,5.92,842.17,23,14.98,449.43
1.7,58.27,7.38,230.0,11,8.2,246.06
8.75,81.91,13.21,5.72,15,11.33,339.97
34.45,58.78,6.19,651.32,18,13.82,414.69
39.84,57.42,8.06,202.46,6,7.36,220.84
11.57,33.68,0.74,890.12,22,14.06,421.87
15.19,31.64,0.04,859.05,12,9.43,282.97
27.49,84.15,3.67,76.73,15,12.14,364.06
34.88,42.95,10.21,106.39,23,15.06,451.7
21.69,46.05,1.82,495.17,6,6.13,183.8
12.62,73.19,1.71,609.22,18,12.58,377.4
13.57,43.72,6.16,274.91,24,14.75,442.36
26.3,86.64,9.72,716.8,20,14.82,444.64
-4.86,71.65,10.68,594.92,9,7.33,219.81
22.88,61.82,2.68,324.82,8,7.48,224.44
11.0,81.66,1.19,25.37,14,9.87,296.25
30.74,23.47,14.11,750.15,19,14.11,423.41
-0.82,37.99,3.91,214.75,19,11.2,335.86
21.47,52.55,12.8,834.47,8,8.05,241.42
16.64,35.89,12.95,420.29,2,4.11,123.15
23.9,72.07,11.59,577.08,4,6.99,209.83
-2.08,84.34,2.53,872.95,6,6.79,203.62
21.1,49.66,12.33,863.62,3,6.07,182.14
20.27,43.95,11.54,371.52,3,4.71,141.44
20.23,87.31,8.95,208.89,19,14.07,422.14
22.16,51.14,5.06,775.15,11,9.47,283.97
25.44,54.23,3.94,433.08,10,8.67,260.12
31.22,44.62,1.83,192.04,12,9.78,293.29
7.14,83.67,7.65,904.43,14,11.49,344.59
32.13,59.83,8.78,198.1,18,13.54,406.29
17.42,73.35,5.39,25.81,24,15.92,477.47
-1.53,76.83,7.13,20.28,9,7.62,228.67
-2.37,43.93,5.45,622.32,15,9.78,293.53
10.04,50.36,9.62,661.68,24,15.38,461.5
30.32,79.39,13.52,311.04,3,5.84,175.05
26.85,45.43,2.46,320.01,23,15.52,465.72
30.49,75.58,5.72,339.49,11,9.7,291.05
18.28,85.87,2.11,680.16,10,9.74,292.09
14.81,63.62,9.37,58.13,18,12.18,365.45
1.64,71.91,10.93,929.12,4,5.65,169.36
9.77,76.36,13.98,222.52,13,9.7,290.9
14.53,79.15,4.18,999.67,6,7.26,217.85
-1.01,47.65,14.25,171.52,21,13.39,401.7
4.93,23.59,0.95,771.55,13,8.54,256.31
21.92,48.13,9.05,223.41,20,13.46,403.79
28.1,67.16,0.86,80.85,5,5.89,176.59
39.93,51.52,13.41,874.93,20,15.17,455.24
36.99,72.43,7.95,858.75,14,12.07,362.04
23.92,44.99,10.04,403.57,13,10.05,301.58
13.96,64.43,12.47,702.4,14,11.44,343.22
23.63,33.05,2.25,557.07,8,7.4,222.09
30.35,72.46,0.58,852.96,16,12.61,378.33
0.33,58.2,13.18,315.06,13,9.48,284.4
13.45,34.28,4.72,523.67,24,14.67,439.96
32.79,40.43,1.93,485.37,15,11.25,337.53
12.27,72.4,7.03,353.91,19,13.17,395.18
20.73,53.78,8.97,891.46,1,4.51,135.32
21.45,35.12,0.46,165.88,22,14.13,424.02
3.3,87.71,4.12,149.51,2,4.18,125.52
11.3,70.06,0.49,576.91,18,12.83,384.9
10.05,87.0,6.31,657.49,19,14.04,421.13
-3.82,49.9,13.43,194.62,8,6.02,180.6
-3.91,53.26,14.74,390.72,3,4.04,121.11
32.43,82.86,9.56,946.56,23,16.83,504.94
7.29,56.75,2.42,246.62,14,9.47,284.1
18.31,69.51,13.59,668.36,9,9.19,275.76
8.44,37.65,7.74,740.15,8,7.41,222.23
37.33,51.27,2.31,448.13,17,12.89,386.81
6.67,28.64,13.83,937.53,23,14.8,443.89
14.33,34.42,11.36,736.66,23,14.54,436.26
34.27,20.07,10.98,457.92,24,15.96,478.73
32.89,22.75,10.64,569.34,16,12.28,368.37
3.37,88.41,3.01,692.61,10,8.79,263.81
31.12,36.96,3.17,592.19,21,14.25,427.43
15.62,66.43,10.32,878.7,10,9.47,283.97
16.73,78.74,3.3,356.89,24,15.73,471.86
1.01,58.55,6.58,299.89,6,5.76,172.9
-1.37,30.72,11.73,213.84,22,13.1,392.97
27.76,70.97,11.76,37.78,17,12.58,377.37
17.34,62.02,6.8,43.01,16,11.57,347.2
14.66,71.19,11.88,870.06,15,12.27,368.01
27.83,73.88,12.58,678.39,22,15.43,462.9
29.45,88.28,9.82,660.53,14,12.63,378.8
2.15,60.15,3.43,614.64,4,5.04,151.18
22.46,43.91,4.11,849.22,4,6.17,185.24
1.09,65.39,4.72,480.27,2,4.34,130.2
28.81,24.79,1.75,870.41,11,9.33,279.79
24.56,82.82,4.1,359.45,4,6.7,201.06
38.05,28.36,3.14,926.71,21,14.67,440.04
-1.9,42.95,6.83,698.66,21,12.83,384.81
-2.43,77.1,13.63,257.18,16,11.24,337.32
7.7,61.81,1.57,564.08,21,14.1,423.07
6.78,47.55,10.8,533.03,4,5.54,166.19
6.11,53.14,10.31,137.9,1,3.46,103.78
35.78,79.82,1.44,591.24,24,17.05,511.36
6.23,43.8,13.84,314.79,19,12.25,367.46
7.24,80.88,8.53,52.35,2,4.77,143.03
29.17,26.17,5.46,948.66,9,8.41,252.42
15.24,74.38,11.35,641.49,23,15.98,479.27
29.95,79.33,3.86,876.92,13,11.61,348.27
-2.06,32.73,10.4,676.06,18,11.65,349.45
16.94,50.12,0.6,356.98,16,11.12,333.54
-3.49,31.58,12.59,512.69,16,10.81,324.38
-2.18,69.46,6.72,675.75,10,8.23,246.88
35.79,57.47,9.55,960.25,9,10.12,303.71
1.27,64.47,3.32,253.67,11,7.71,231.41
18.96,33.75,10.16,874.98,4,5.88,176.26
13.5,34.82,11.58,924.08,10,8.86,265.81
10.63,22.9,7.1,670.42,3,4.62,138.54
35.49,42.54,9.27,931.27,6,8.24,247.19
-4.02,59.18,6.84,397.88,3,3.59,107.71
24.87,80.06,13.41,953.02,9,9.2,276.01
38.35,66.68,7.47,702.78,3,6.65,199.51
20.21,50.48,12.63,42.01,18,11.97,359.1
37.16,86.72,12.02,906.87,8,10.33,310.03
-2.65,70.35,6.16,484.47,22,13.67,409.97
13.85,85.11,3.45,460.33,8,7.93,237.93
6.71,56.93,6.09,566.47,15,10.28,308.53
27.89,38.12,12.39,149.38,13,10.2,306.0
39.16,23.7,3.41,469.17,7,7.38,221.5
6.54,70.83,7.87,831.13,19,12.86,385.66
24.44,28.49,12.09,15.48,8,7.01,210.15
3.91,41.19,5.3,272.92,10,7.34,220.29
20.44,57.27,9.63,2.45,17,12.45,373.46
15.88,59.51,3.68,415.71,1,3.72,111.54
38.74,62.04,1.64,728.32,13,11.5,345.0
22.38,31.64,11.92,798.77,13,10.9,326.87
10.73,46.58,1.48,945.19,24,15.75,472.49
0.13,63.2,4.07,608.5,16,11.49,344.84
1.81,87.89,12.83,254.63,9,8.46,253.67
5.14,70.93,5.2,924.15,10,8.75,262.36
6.29,84.58,14.6,775.32,6,7.42,222.48
33.28,73.35,14.7,574.43,5,7.26,217.7
20.26,61.42,4.02,695.64,2,5.0,149.96
18.55,33.44,0.61,924.32,11,9.35,280.45
0.16,66.67,10.58,712.39,9,7.88,236.3
33.71,63.64,6.76,368.37,6,7.73,231.96
27.53,62.17,1.51,713.03,8,8.62,258.72
-1.95,54.29,10.61,40.28,9,6.6,198.0
26.85,57.01,0.47,386.42,9,8.76,262.77
19.46,43.41,13.05,406.32,8,7.6,227.97
-1.32,56.35,2.08,166.84,12,8.0,240.01
15.62,33.83,1.91,23.09,8,6.9,207.11
16.81,76.36,2.64,133.38,3,5.0,149.94
2.46,33.0,14.4,654.62,13,9.62,288.6
37.56,25.95,10.4,802.29,19,14.06,421.77
33.25,50.54,12.02,988.2,2,5.9,177.12
25.11,66.08,5.96,346.36,17,12.91,387.36
15.8,50.64,5.04,599.38,16,11.64,349.14
13.53,39.37,3.52,937.14,4,5.4,161.91
24.29,59.07,7.21,167.04,18,12.39,371.67
19.54,44.29,8.28,717.65,14,11.22,336.73
-2.2,85.3,9.48,754.98,2,4.17,125.13
18.06,84.59,3.86,88.98,13,10.66,319.88
31.29,55.17,14.23,861.25,21,15.32,459.48
15.67,42.95,2.55,813.11,20,13.67,410.13
-2.66,71.6,14.48,33.4,17,11.69,350.67
30.38,22.57,0.22,91.08,15,10.22,306.6
4.06,53.23,7.22,49.13,20,12.6,378.01
6.64,43.54,5.0,334.74,5,5.45,163.56
2.41,84.44,6.74,509.29,7,7.28,218.35
9.86,20.84,8.56,532.35,18,11.72,351.74
29.05,58.7,6.53,267.67,24,16.22,486.45
18.37,71.85,6.22,911.6,11,10.21,306.34
4.22,53.95,10.99,368.26,18,12.33,369.87
34.5,25.98,10.29,45.55,5,6.36,190.82
34.58,88.07,12.5,300.23,13,11.52,345.59
34.18,56.26,3.75,531.11,18,13.97,419.23
5.75,62.99,9.14,408.22,2,4.16,124.92
15.31,36.56,8.78,273.84,20,12.56,376.75
39.32,53.84,5.55,131.32,4,6.2,186.1
29.74,50.04,7.29,819.16,13,10.65,319.61
-3.78,25.24,4.71,996.15,24,14.07,422.24
-2.07,27.43,2.13,329.54,16,9.62,288.61
15.88,78.62,3.21,381.62,6,6.4,191.93
35.91,36.79,1.58,618.04,8,8.39,251.57
19.24,33.65,10.25,718.44,16,11.23,337.04
17.4,55.34,9.91,392.03,13,9.87,296.09
-0.25,73.81,14.26,904.93,23,14.89,446.67
24.56,24.34,10.95,560.0,4,5.17,154.98
31.99,60.38,0.78,450.39,2,5.05,151.46
12.12,28.34,13.26,646.67,9,7.79,233.68
29.9,22.55,12.94,952.8,18,13.75,412.56
38.4,23.69,6.65,794.55,17,13.26,397.91
4.17,78.39,8.79,40.01,8,7.46,223.68
18.55,28.26,14.64,332.31,15,10.44,313.21
7.92,23.16,7.98,470.54,9,6.83,205.03
30.68,50.65,13.58,314.52,17,12.35,370.36
20.99,79.08,1.25,700.19,23,16.15,484.42
23.56,38.37,2.87,826.27,2,4.43,132.82
30.91,49.52,6.61,731.35,6,7.52,225.66
12.82,22.79,8.77,989.33,5,5.6,167.92
36.18,51.44,12.24,272.55,17,12.72,381.63
18.99,60.43,14.82,874.99,2,5.97,179.05
2.11,59.96,5.83,766.62,18,12.5,375.09
26.32,43.27,0.71,362.18,10,8.9,267.05
30.7,42.09,12.02,734.12,10,9.54,286.3
9.25,27.46,9.07,104.08,6,5.76,172.77
33.57,45.68,2.98,789.33,12,10.62,318.49
35.78,26.96,7.42,532.33,17,13.03,390.88
7.46,73.66,11.13,292.29,13,9.75,292.62
39.26,87.64,11.56,655.78,20,15.81,474.4
1.33,87.91,7.49,641.62,16,11.88,356.44
4.09,80.55,4.58,209.49,10,8.06,241.66
3.29,62.06,14.61,30.4,21,13.75,412.62
35.23,69.06,9.95,433.62,2,6.35,190.64
24.44,39.96,6.12,569.51,2,4.77,143.05
1.84,64.15,4.21,876.61,23,14.77,443.06
14.81,51.9,10.97,928.22,7,7.51,225.23
22.69,53.74,3.63,528.81,6,7.2,215.99
-1.24,73.04,2.58,753.8,1,3.88,116.26
34.71,39.73,7.95,439.3,12,9.75,292.58
31.16,42.26,4.35,746.08,13,10.82,324.66
17.73,84.72,9.43,204.8,12,9.59,287.59
38.52,23.94,1.77,371.06,19,13.61,408.22
13.8,53.99,9.82,634.23,9,8.03,240.81
39.28,83.9,4.25,18.16,10,9.76,292.79
25.06,62.73,0.0,722.46,17,13.03,390.86
23.56,58.25,1.9,835.54,18,12.78,383.46
2.47,37.48,14.0,399.14,8,6.35,190.53
34.69,44.03,13.01,447.94,7,7.85,235.53
14.24,79.64,3.5,851.28,9,8.49,254.73
2.3,59.15,11.68,775.65,10,8.26,247.85
-4.43,56.03,9.13,288.15,12,8.96,268.78
20.19,26.97,14.56,323.98,15,11.14,334.05
18.73,21.12,5.6,678.88,15,11.09,332.7
